word,bVoice_sym1,bVoice_sym2
Yankee,'jeɪŋ ki,
Yankees,'jæŋ kiz,
chapter,'ʧæp tɚ,
chapters,'ʧæp tɚz,
chat, ʧæt,
chats, ʧæts,
chatted,'ʧæ ɾəd,
chatting,'ʧæ ɾɪŋ,
homeless,'hoʊ mlɪs,
lap, læp,
laps, læps,
major,'meɪ ʤɚ,
mark, mɑɚk,
marked, mɑɚkt,
marking,'mɑɚ kɪŋ,
marks, mɑɚks,
river,'ɹɪ vɚ,
shark, ʃɑɚk,
strength, stɹeɪŋkθ,
strengths, stɹeɪŋθs,
accidentally, æk sə 'dɛn tə li,
ancient,'eɪn ʃənt,
collection, kə 'lɛk ʃən,
collections, kə 'lɛk ʃənz,
exercise,'ɛk sɚ saɪz,
exercises,'ɛk sɚ saɪ zəz,
include, ɪŋ 'klud,
included, ɪŋ 'klu ɾɪd,
includes, ɪn 'kludz,
including, ɪŋ 'klu ɾɪŋ,
muffin,'mʌ fɪn,
offense, ə 'fɛns,
screen, skɹin,
screens, skɹinz,
tomato, tə 'meɪ ɾoʊ,
tomatoes, tə 'meɪ toʊz,
cafeteria, kæ fə 'tiɚ i ə,
crappiest,'kɹæ pi əst,
crappy,'kɹæ pi,
Japanese, ʤæ pə 'niz,
statue,'stæ ʧu,
supplies, sə 'plaɪz,
supply, sə 'plaɪ,
tool,'tu əl,
tools, tulz,
versus,'vɚ sɪz,
winter,'wɪn tɚ,
winters,'wɪn tɚz,
bend, bɛnd,
bending,'bɛn dɪŋ,
bends, bɛnz,
bent, bɛnt,
commitment, kə 'mɪt mɪnt,
disturb, dɪ 'stɚb,
disturbed, dɪ 'stɚbd,
disturbing, dɪ 'stɚ bɪŋ,
disturbs, dɪ 'stɚbz,
fished, fɪʃt,
fishing,'fɪ ʃɪŋ,
joy, ʤoɪ,
joys, ʤoɪz,
presentation, pɹɛ zən 'teɪ ʃən,
presentations, pɹɛ zən 'teɪ ʃənz,
shove, ʃʌv,
tube, tub,
experiment, ɪk 'speɚ ə mɪnt,
experiments, ɪk 'spɛ ɹə mənts,
fellow,'fɛ loʊ,
German,'ʤɚ mən,
Germans,'ʤɚ mənz,
jar, ʤɑɚ,
mint, mɪnt,
physical,'fɪ zɪ kəl,
punish,'pʌ nɪʃ,
punishing,'pʌ nɪ ʃɪŋ,
remote, ɹə 'moʊt,
slut, slʌt,
twist, twɪst,
twisted,'twɪ stɪd,
twisting,'twɪ stɪŋ,
twists, twɪsts,
cap, kæp,
caps, kæps,
criminal,'kɹɪ mɪ nəl,
inspire, ɪn 'spaɪ jɚ,
inspiring, ɪn 'spaɪ ɹɪŋ,
main, meɪn,
panda,'pæn də,
sank, seɪŋk,
sink, sɪŋk,
sinking,'sɪŋ kɪŋ,
sinks, sɪŋks,
smooth, smuð,
smoother,'smu ðɚ,
smoothest,'smu ðɪst,
snap, snæp,
snapped, snæpt,
snapping,'snæ pɪŋ,
snaps, snæps,
sunk, sʌŋk,
thumb, θʌm,
witness,'wɪt nɪs,
witnesses,'wɪt nə səz,
abandon, ə 'bæn dɪn,
abandoned, ʌ 'bæn dɪnd,
abandoning, ə 'bæn də nɪŋ,
abandons, ə 'bæn dənz,
affect,'æ fɛkt,
affected, ə 'fɛk tɪd,
affecting, ə 'fɛk tɪŋ,
affects,'æ fɛkts,
beard, biɚd,
bucket,'bʌ kɪt,
buckets,'bʌ kəts,
counties,'kaʊ niz,
county,'kaʊn ti,
gain, geɪn,
gained, geɪnd,
gaining,'geɪ nɪŋ,
gains, geɪnz,
poem,'poʊ əm,
reporter, ɹə 'poɚ ɾɚ,
review, ɹə 'vju,
reviews, ɹə 'vjuz,
among, ʌ 'mʌŋ,
batteries,'bæ ɾɚ iz,
battery,'bæ ɾɚ ɹi,
denied, dɪ 'naɪd,
denies, dɪ 'naɪz,
deny, dɪ 'naɪ,
denying, dɪ 'naɪ ɪŋ,
electric, ə 'lɛk tɹɪk,
flavor,'fleɪ vɚ,
flavors,'fleɪ vɚz,
forbade, fɚ 'bæd,
forbid, fɚ 'bɪd,
forbidden, fɚ 'bɪ dən,
forbidding, fɚ 'bɪ ɾɪŋ,
forbids, fɚ 'bɪdz,
fudge, fʌʤ,
hooray, hʊ 'ɹeɪ,
obsess, əb 'sɛs,
obsessed, əb 'sɛst,
positive,'pɑ zə ɾɪv,
rob, ɹɑb,
robbed, ɹɑbd,
robbing,'ɹɑ bɪŋ,
robs, ɹɑbz,
signal,'sɪg nəl,
signals,'sɪg nəlz,
solid,'sɑ lɪd,
website,'wɛb saɪt,
websites,'wɛb saɪts,
ay, aɪ,
aye, aɪ,
centuries,'sɛn ʧɚ iz,
century,'sɛn ʧɚ ɹi,
click, klɪk,
clicked, klɪkt,
clicking,'klɪ kɪŋ,
clicks, klɪks,
cracker,'kɹæ kɚ,
crackers,'kɹæ kɚz,
effort,'ɛ fɚt,
efforts,'ɛ fɚts,
gate, geɪt,
gates, geɪts,
hooker,'hʊ kɚ,
impression, ɪm 'pɹɛ ʃən,
inappropriate, ɪ nə 'pɹoʊ pɹi ɪt,
inspector, ɪn 'spɛk tɚ,
statement,'steɪt mɪnt,
statements,'steɪt mənts,
thrill, θɹɪl,
thrilled, θɹɪld,
wiener,'waɪ nɚ,
bond, bɑnd,
bonding,'bɑn dɪŋ,
bonds, bɑndz,
filthy,'fɪl θi,
grandfather,'gɹænd fɑ ðɚ,
host, hoʊst,
hosts, hoʊsts,
producer, pɚ 'du sɚ,
witch, wɪʧ,
witches,'wɪ ʧəz,
appropriate, ə 'pɹoʊ pɹi ɪt,
coincidence, koʊ 'wɪn sɪ ɾəns,
coincidences, koʊ 'ɪn sə ɾən sɪz,
furniture,'fɚ nə ʧɚ,
lemon,'lɛ mɪn,
load, loʊd,
loaded,'loʊ ɾɪd,
loading,'loʊ ɾɪŋ,
loads, loʊdz,
mock, mɑk,
mocked, mɑkt,
mocking,'mɑ kɪŋ,
mocks, mɑks,
normally,'noɚ mə li,
physics,'fɪ zɪks,
sack, sæk,
sacks, sæks,
stock, stɑk,
stocks, stɑks,
storm, stoɚm,
wheelchair,'wil ʧeɚ,
announce, ə 'naʊns,
announced, ə 'naʊnst,
announces, ə 'naʊn sɪz,
announcing, ə 'naʊn sɪŋ,
bagel,'beɪ gəl,
cocktail,'kɑk teɪl,
committee, kə 'mɪ ɾi,
committees, kə 'mɪ ɾiz,
crew, kɹu,
crews, kɹuz,
defense, dɪ 'fɛns,
defenses, dɪ 'fɛn səz,
ex, ɛks,
exes,'ɛk sɪz,
extremely, ɪk 'stɹi mli,
file,'faɪ əl,
files,'faɪ əlz,
haircut,'heɚ kʌt,
loss, lɑs,
losses,'lɑ sɪz,
proof, pɹuf,
salt, sɔlt,
scored, skoɚd,
scoring,'skoɚ ɪŋ,
spare, speɚ,
spared,'speɪ ɚd,
spares,'speɪ ɚz,
sparing,'speɚ ɪŋ,
taped, teɪpt,
taping,'teɪ pɪŋ,
fairies,'feɚ iz,
fairy,'feɚ ɹi,
fort, foɚt,
grape, gɹeɪp,
grapes, gɹeɪps,
make-up,'meɪ kʌp,
makeup,'meɪ kʌp,
nation,'neɪ ʃən,
nations,'neɪ ʃənz,
blocked, blɑkt,
blocking,'blɑ kɪŋ,
childhood,'ʧaɪld hʊd,
develop, dɪ 'vɛ ləp,
developed, dɪ 'vɛ ləpt,
developing, də 'vɛ lə pɪŋ,
develops, dɪ 'vɛ ləps,
raced, ɹeɪst,
racing,'ɹeɪ sɪŋ,
reference,'ɹɛ fɹəns,
references,'ɹɛ fɚ ən sɪz,
shorts, ʃoɚts,
therapist,'θeɚ ə pɪst,
tipped, tɪpt,
tipping,'tɪ pɪŋ,
tone, toʊn,
warmed, woɚmd,
warming,'woɚ mɪŋ,
warms, woɚmz,
accent,'æk sɛnt,
accents,'æk sɛnts,
avenue,'æ və nu,
below, bə 'loʊ,
cloud, klaʊd,
clouds, klaʊdz,
distance,'dɪ stəns,
distances,'dɪ stən səz,
doubted,'daʊ ɾɪd,
doubting,'daʊ ɾɪŋ,
exhaust, ɪg 'zɔst,
exhausted, ɪg 'zɔ stɪd,
exhausting, ɪg 'zɔ stɪŋ,
goal, goʊl,
goals, goʊlz,
groceries,'gɹoʊ sɚ iz,
grocery,'gɹoʊ sɹi,
suggestion, səg 'ʤɛs ʧɪn,
suggestions, sə 'ʤɛs ʧɪnz,
belief, bə 'lif,
bump, bʌmp,
bumped, bʌmt,
bumping,'bʌm pɪŋ,
bumps, bʌmps,
inch, ɪnʧ,
inches,'ɪn ʧəz,
juries,'ʤʊ ɹiz,
jury,'ʤɚ i,
neat, nit,
neatest,'ni ɾəst,
odds, ɑdz,
reservation, ɹɛ zɚ 'veɪ ʃɪn,
rush, ɹʌʃ,
rushed, ɹʌʃt,
rushes,'ɹʌ ʃəz,
rushing,'ɹʌ ʃɪŋ,
spider,'spaɪ ɾɚ,
squirrel,'skwɚ əl,
topic,'tɑ pɪk,
topics,'tɑ pɪks,
toss, tɔs,
tossed, tɔst,
tosses,'tɔ sɪz,
tossing,'tɔ sɪŋ,
uniform,'ju nə foɚm,
violence,'vaɪ ə lɪns,
wide, waɪd,
wider,'waɪ ɾɚ,
widest,'waɪ ɾəst,
zoo, zu,
boo, bu,
bullshit,'bʊl ʃɪt,
cruel, kɹul,
cruelest,'kɹu ləst,
dial, daɪl,
dialed,'daɪ əld,
dialing,'daɪ lɪŋ,
dials, daɪlz,
jeans, ʤinz,
pile,'paɪ əl,
piles, paɪlz,
poison,'poɪ zɪn,
pure, pjɚ,
purest,'pjʊ ɹəst,
romance, ɹoʊ 'mæns,
slave, sleɪv,
slaves, sleɪvz,
slowly,'sloʊ li,
awake, ə 'weɪk,
belly,'bɛ li,
booth, buθ,
booths, buθs,
gentle,'ʤɛn təl,
opera,'ɑ pɹʌ,
pipe, paɪp,
pipes, paɪps,
poster,'poʊ stɚ,
posters,'poʊ stɚz,
Russian,'ɹʌ ʃən,
sweep, swip,
sweeping,'swi pɪŋ,
sweeps, swips,
swept, swɛpt,
sword, soɚd,
swords, soɚdz,
ultimate,'ʌl tə mɪt,
debate, dɪ 'beɪt,
explode, ɪk 'sploʊd,
exploded, ɪk 'sploʊ ɾəd,
exploding, ɪk 'sploʊ ɾɪŋ,
float, floʊt,
floating,'floʊ ɾɪŋ,
floats, floʊts,
justice,'ʤʌ stɪs,
poker,'poʊ kɚ,
pride, pɹaɪd,
rained, ɹeɪnd,
raining,'ɹeɪ nɪŋ,
rare, ɹeɚ,
rarer,'ɹeɚ ɚ,
rarest,'ɹeɚ əst,
rumor,'ɹu mɚ,
rumors,'ɹu mɚz,
title,'taɪ ɾəl,
vision,'vɪ ʒɪn,
wrestle,'ɹɛ səl,
wrestles,'ɹɛ səlz,
wrestling,'ɹɛ slɪŋ,
column,'kɑ ləm,
columns,'kɑ ləmz,
connect, kə 'nɛkt,
connected, kə 'nɛk tɪd,
connecting, kə 'nɛk tɪŋ,
connects, kə 'nɛkts,
hockey,'hɑ ki,
kidnap,'kɪd næp,
kidnapping,'kɪd næ pɪŋ,
limo,'lɪ moʊ,
meanest,'mi nəst,
painful,'peɪn fəl,
path, pæθ,
paths, pæðz,
permission, pɚ 'mɪ ʃɪn,
prince, prince,
princes,'pɹɪn səz,
process,'pɹɑ sɛs,
processes,'pɹɑ sɛ səz,
senator,'sɛ nə ɾɚ,
smash, smæʃ,
smashing,'smæ ʃɪŋ,
anytime,'ɛ ni taɪm,
bat, bæt,
ceremony,'sɛ ɹə moʊ ni,
declare, dɪ 'kleɚ,
declared, də 'kleɪ ɚd,
declares, dɪ 'kleɚz,
declaring, də 'kleɚ əŋ,
helpful,'hɛlp fʊl,
iron,'aɪ jɚn,
irons,'aɪ ɚnz,
print, pɹɪnt,
printed,'pɹɪ nəd,
printing,'pɹɪn tɪŋ,
prints, pɹɪnts,
rope, ɹoʊp,
sail,'seɪ əl,
sailed, seɪld,
sailing,'seɪ lɪŋ,
sails, seɪlz,
attend, ʌ 'tɛnd,
attended, ə 'tɛn dɪd,
attending, ə 'tɛn dɪŋ,
attends, ʌ 'tɛnz,
doom, dum,
education, ɛ ʤə 'keɪ ʃən,
flush, flʌʃ,
flushed, flʌʃt,
flushes,'flʌ ʃɪz,
flushing,'flʌ ʃɪŋ,
fries, fɹaɪz,
fry, fɹaɪ,
melt, mɛlt,
melted,'mɛl təd,
melting,'mɛl tɪŋ,
melts, mɛlts,
pardon,'pɑɚ dɪn,
passion,'pæ ʃɪn,
passions,'pæ ʃənz,
personally,'pɚ sə nə li,
pooped, pupt,
pooping,'pu pɪŋ,
popcorn,'pɑp koɚn,
pussies,'pʊ siz,
pussy,'pʊ si,
tricked, tɹɪkt,
tricking,'tɹɪ kɪŋ,
zombie,'zɑm bi,
zombies,'zɑm biz,
ankle,'eɪŋ kəl,
bail, beɪl,
bailing,'beɪ lɪŋ,
bowling,'boʊ lɪŋ,
discount,'dɪ skaʊnt,
discounts,'dɪ skaʊnts,
entertainment, ɛ nɚ 'teɪn mənt,
jazz, ʤæz,
kindest,'kaɪn dəst,
lion,'laɪ jɪn,
matched, mæʧt,
matching,'mæ ʧɪŋ,
prayer, pɹeɚ,
prayers,'pɹeɪ ɚz,
stamp, stæmp,
stamps, stæmps,
betray, bə 'ʧɹeɪ,
betrayed, bɪ 'tɹeɪd,
betraying, bɪ 'tɹeɪ ɪŋ,
betrays, bɪ 'tɹeɪz,
bracelet,'bɹeɪ slɪt,
brownie,'bɹaʊ ni,
brownies,'bɹaʊ niz,
creative, kɹi 'eɪ ɾɪv,
expression, ɪk 'spɹɛ ʃɪn,
expressions, ɪk 'spɹɛ ʃənz,
negative,'nɛ gə ɾɪv,
pickle,'pɪ kəl,
pickles,'pɪ kəlz,
puzzle,'pʌ zəl,
recipe,'ɹɛ sə pi,
stab, stæb,
stabbed, stæbd,
stabbing,'stæ bɪŋ,
stabs, stæbz,
toward, twoɚd,
wave, weɪv,
waved, weɪvd,
waves, weɪvz,
waving,'weɪ vɪŋ,
wherever, weɚ 'ɛ vɚ,
article,'ɑɚ ɾɪ kəl,
articles,'ɑɚ tə kəlz,
backwards,'bæ kwɚdz,
central,'sɛn ʧɹəl,
hamburger,'hæm bɚ gɚ,
hamburgers,'hæm bɚ gɚz,
mustache,'mʌ stæʃ,
pudding,'pʊ ɾɪŋ,
seek, sik,
seeking,'si kɪŋ,
seeks, siks,
slid, slɪd,
slide, slaɪd,
slides, slaɪdz,
sliding,'slaɪ ɾɪŋ,
sought, sɔt,
tit, tɪt,
tits, tɪts,
trial,'tɹaɪ əl,
trials, ʧɹaɪlz,
trophies,'tɹoʊ fiz,
trophy,'tɹoʊ fi,
damage,'dæ mɪʤ,
damages,'dæ mə ʤəz,
decent,'di sənt,
easily,'i zə li,
engine,'ɛn ʤɪn,
engines,'ɛn ʤənz,
journey,'ʤɚ ni,
ketchup,'kɛ ʧʌp,
lawn, lɔn,
lawns, lɔnz,
placed, pleɪst,
placing,'pleɪ sɪŋ,
pretzel,'pɹɛt zəl,
routine, ɹu 'tin,
routines, ɹu 'tinz,
sand, sænd,
sands, sændz,
stretch, stɹɛʧ,
stretched, stɹɛʧt,
stretches,'stɹɛ ʧəz,
stretching,'stɹɛ ʧɪŋ,
whack, wæk,
bloodiest,'blʌ ɾi əst,
bloody,'blʌ ɾi,
brand, bɹænd,
brands, bɹændz,
British,'bɹɪ ɾɪʃ,
budget,'bʌ ʤɪt,
budgets,'bʌ ʤɪts,
cabin,'kæ bɪn,
cabins,'kæ bənz,
determine, dɪ 'tɚ mən,
determined, dɪ 'tɚ mənd,
determines, də 'tɚ mənz,
determining, dɪ 'tɚ mə nɪŋ,
doggy,'dɔ gi,
entertain, ɛn tɚ 'teɪn,
entertained, ɛ nɚ 'teɪnd,
entertaining, ɛn tɚ 'teɪ nɪŋ,
entertains, ɛ nɚ 'teɪnz,
helmet,'hɛl mɪt,
helmets,'hɛl məts,
jackass,'ʤæ kæs,
media,'mi di ə,
motion,'moʊ ʃɪn,
motions,'moʊ ʃənz,
poke, poʊk,
poked, poʊkt,
pokes, poʊks,
poking,'poʊ kɪŋ,
practically,'pɹæk tɪ kli,
ruled, ɹuld,
ruling,'ɹu lɪŋ,
scotch, skɑʧ,
source, soɚs,
sources,'soɚ səz,
spoil,'spoɪ əl,
spoiled,'spoɪ əld,
spoiling,'spoɪ lɪŋ,
spoils, spoɪz,
teen, tin,
teenager,'ti neɪ ʤɚ,
teenagers,'ti neɪ ʤɚz,
teens, tinz,
turtle,'tɚ ɾəl,
authorities, ə 'θɔ ɹə ɾiz,
authority, ə 'θɔ ɹə ɾi,
bled, blɛd,
bleed, blid,
bleeding,'bli ɾɪŋ,
bleeds, blidz,
comment,'kɑ mɛnt,
comments,'kɑ mɛnts,
compete, kəm 'pit,
competed, kəm 'pi ɾɪd,
competes, kəm 'pits,
competing, kəm 'pi ɾɪŋ,
confidence,'kɑn fə dɪns,
convention, kən 'vɛn ʃən,
conventions, kən 'vɛn ʃənz,
defend, dɪ 'fɛnd,
defended, dɪ 'fɛn dəd,
defending, dɪ 'fɛn dɪŋ,
defends, də 'fɛnz,
flash, flæʃ,
flashes,'flæ ʃɪz,
heal,'hi əl,
healed, hild,
healing,'hi lɪŋ,
heals, hilz,
hippies,'hɪ piz,
phase, feɪz,
phases,'feɪ zəz,
puppet,'pʌ pɪt,
respond, ɹə 'spɑnd,
responded, ɹɪ 'spɑn dɪd,
responding, ɹɪ 'spɑn dɪŋ,
responds, ɹɪ 'spɑndz,
reveal, ɹə 'vi əl,
revealed, ɹɪ 'vild,
revealing, ɹɪ 'vi lɪŋ,
reveals, ɹɪ 'vilz,
sharp, ʃɑɚp,
sharper,'ʃɑɚ pɚ,
sharpest,'ʃɑɚ pəst,
transfer,'ʧɹæn sfɚ,
transferred,'tɹæn sfɚd,
transferring, tɹæn 'sfɚ ɪŋ,
transfers,'tɹæn sfɚz,
wig, wɪg,
aisle, aɪl,
aisles, aɪlz,
command, kə 'mænd,
commands, kə 'mændz,
detective, də 'tɛk tɪv,
dolphin,'dɑl fɪn,
exit,'ɛg zɪt,
exits,'ɛg zɪts,
expert,'ɛk spɚt,
experts,'ɛk spɚts,
grand, gɹænd,
grandest,'gɹæn dəst,
heated,'hi ɾəd,
heating,'hi ɾɪŋ,
industries,'ɪn də stɹiz,
industry,'ɪn də stɹi,
label,'leɪ bəl,
labels,'leɪ bəlz,
limit,'lɪ mɪt,
limits,'lɪ məts,
mature, mə 'ʧɚ,
pitch, pɪʧ,
pump, pʌmp,
pumping,'pʌm pɪŋ,
pumps, pʌmps,
racist,'ɹeɪ sɪst,
whom, hum,
comedian, kə 'mi ɾi ən,
compliment,'kɑm plə mɪnt,
compliments,'kɑm plə mɛnts,
fork, foɚk,
forks, foɚks,
guarantee, geɚ ən 'ti,
guaranteed, geɚ ɪn 'tid,
guaranteeing, gɛ ɹən 'ti ɪŋ,
guarantees, geɚ ɪn 'tiz,
magician, mə 'ʤɪ ʃən,
murderer,'mɚ ɾɚ ɚ,
murderers,'mɚ ɾɚ ɚz,
occur, ə 'kɚ,
occurred, ə 'kɚd,
occurring, ə 'kɚ ɪŋ,
occurs, ə 'kɚz,
pork, poɚk,
soccer,'sɑ kɚ,
access,'æk sɛs,
accesses, æk 'sɛ sɪz,
actress,'æk tɹɪs,
actresses,'æk tɹə sɪz,
backup,'bæ kʌp,
backups,'bæ kʌps,
bam, bæm,
behave, bə 'heɪv,
behaved, bɪ 'heɪvd,
behaves, bɪ 'heɪvz,
behaving, bə 'heɪ vɪŋ,
encourage, ɛn 'kɚ ɹɪʤ,
encouraged, ɛn 'kɚ ɪʤd,
encourages, ɛn 'kɚ ɪ ʤɪz,
encouraging, ɪŋ 'kɚ ə ʤɪŋ,
estate, ə 'steɪt,
estates, ɪ 'steɪts,
flirt, flɚt,
flirted,'flɚ ɾɪd,
flirting,'flɚ ɾɪŋ,
flirts, flɚts,
handicap,'hæn di kæp,
hose, hoʊz,
hoses,'hoʊ zɪz,
incident,'ɪn sə dɪnt,
incidents,'ɪn sə ɾənts,
occasion, ə 'keɪ ʒɪn,
occasions, ə 'keɪ ʒənz,
route, ɹaʊt, ɹut
routes, ɹaʊts,
secretary,'sɛ kɹə teɚ ɹi,
classy,'klæ si,
confess, kən 'fɛs,
confessing, kən 'fɛ sɪŋ,
drown, dɹaʊn,
drowned, dɹaʊnd,
drowning,'dɹaʊ nɪŋ,
drowns, dɹaʊnz,
duh, dʌ,
environment, ɪn 'vaɪ ɹən mənt,
environments, ɪn 'vaɪ ɹən mənts,
False, fɔls,
highly,'haɪ li,
legend,'lɛ ʤɪnd,
production, pɹə 'dʌk ʃən,
tale, teɪl,
talented,'tæ lən tɪd,
tales, teɪlz,
threat, θɹɛt,
threats, θɹɛts,
vegetable,'vɛʤ tə bəl,
vegetables,'vɛʤ tə bəlz,
amen,'ɑ mɪn,"similar phrases: (so be it = i dislike this, but will allow it / it's what it's = i dislike this.)"
capital,'kæ pɪ ɾəl,
capitals,'kæ pə ɾəlz,
cruise, kɹuz,
cruises,'kɹu zɪz,
experienced, ɪk 'spiɚ i ənst,
experiencing, ɪk 'spiɚ ɹi ən sɪŋ,
forth, foɚθ,
judgment,'ʤʌʤ mənt,
judgments,'ʤʌʤ mənts,
nonsense,'nɑn sɛns,
offend, ə 'fɛnd,
offended, ʌ 'fɛn dɪd,
offending, ə 'fɛn dɪŋ,
offends, ʌ 'fɛnz,
pepper,'pɛ pɚ,
phrase, fɹeɪz,
phrases,'fɹeɪ zəz,
picnic,'pɪk nɪk,
privacy,'pɹaɪ və si,
self, sɛlf,
selves, sɛlvz,
shittier,'ʃɪ ɾi ɚ,
shittiest,'ʃɪ ɾi əst,
shitty,'ʃɪ ti,
attach, ə 'tæʧ,
attached, ə 'tæʧt,
attaches, æ ɾə 'ʃeɪz,
attaching, ʌ 'tæ ʧɪŋ,
billion,'bɪ ljɪn,
billions,'bɪ ljənz,
coma,'koʊ mə,
contain, kən 'teɪn,
contained, kən 'teɪnd,
containing, kən 'teɪ nɪŋ,
contains, kən 'teɪnz,
earring,'ɪ ɹɪŋ,
fascinating,'fæ sə neɪ ɾɪŋ,
feared,'fɪ ɚd,
fearing,'fiɚ ɪŋ,
gal, gæl,
gals, gælz,
ham, hæm,
pronounce, pɹə 'naʊns,
pronounced, pɹə 'naʊnst,
pronounces, pɚ 'naʊn sɪz,
pronouncing, pɚ 'naʊn sɪŋ,
sample,'sæm pəl,
samples,'sæm pəlz,
victories,'vɪk tɚ iz,
victory,'vɪk tɚ i,
behold, bə 'hoʊld,
cereal,'sɪ ɹi əl,(serial is 'si ɹi əl)
concentrate,'kɑn sən ʧɹeɪt,
concentrated,'kɑn sən tɹeɪ ɾɪd,
concentrates,'kɑn sən tɹeɪts,
concentrating,'kɑn sən tɹeɪ ɾɪŋ,
depressed, də 'pɹɛst,
drama,'ʤɹɑ mʌ,
explanation, ɛk splɪ 'neɪ ʃɪn,
explanations, ɛk splə 'neɪ ʃənz,
fate, feɪt,
fates, feɪts,
hallway,'hɔl weɪ,
hallways,'hɔl weɪz,
nineties,'naɪn tiz,
ninety,'naɪn di,
particular, pɚ 'tɪ kjə lɚ,
pleased, plizd,
response, ɹə 'spɑns,
responses, ɹɪ 'spɑn sɪz,
searched, sɚʧt,
searching,'sɚ ʧɪŋ,
grounded,'gɹaʊn dɪd,
grounding,'gɹaʊn dɪŋ,
grounds, gɹaʊnz,
liquor,'lɪ kɚ,
lowered,'loʊ ɚd,
lowering,'loʊ ɚ ɪŋ,
lowers,'loʊ ɚz,
miserable,'mɪz ɹə bəl,
pin, pɪn,
pins, pɪnz,
purchase,'pɚ ʧɪs,
purchased,'pɚ ʧɪst,
purchases,'pɚ ʧə səz,
purchasing,'pɚ ʧə sɪŋ,
satisfied,'sæ ɾɪ sfaɪd,
satisfies,'sæ ɾɪ sfaɪz,
satisfy,'sæ ɾə sfaɪ,
satisfying,'sæ ɾɪ sfaɪ ɪŋ,
sexually,'sɛk ʃu ə li,
shout, ʃaʊt,
shouted,'ʃaʊ ɾɪd,
shouting,'ʃaʊ ɾɪŋ,
shouts, ʃaʊts,
site, saɪt,
sites, saɪts,
thee, ði,
unit,'ju nɪt,
units,'ju nəts,
complaint, kəm 'pleɪnt,
complaints, kəm 'pleɪnts,
condo,'kɑn doʊ,
condos,'kɑn doʊz,
cooled, kuld,
cooling,'ku lɪŋ,
cools, kulz,
donate,'doʊ neɪt,
donated,'doʊ neɪ ɾɪd,
donates,'doʊ neɪts,
donating,'doʊ neɪ ɾɪŋ,
fur, fɚ,
furs, fɚz,
gravy,'gɹeɪ vi,
imaginary, ɪ 'mæ ʤə neɚ ɹi,
lemonade,'lɛ mə neɪd,
muscle,'mʌ səl,
muscles,'mʌ səlz,
nearly,'niɚ li,
opposite,'ɑ pə sɪt,
sweat, swɛt,
sweating,'swɛ ɾɪŋ,
tiger,'taɪ gɚ,
valuable,'væ ljə bəl,
alcoholic, æl kə 'hɑ lɪk,
counselor,'kaʊn sə lɚ,
failure,'feɪ ljɚ,
failures,'feɪ ljɚz,
farmer,'fɑɚ mɚ,
horn, hoɚn,
humans,'hju mənz,
lamp, læmp,
orange,'oɚ ənʤ,
peach, piʧ,
peaches,'pi ʧəz,
roller,'ɹoʊ lɚ,
staff, stæf,
staves, steɪvz,(physical weapon)
thief, θif,
thieves, θivz,
approve, ə 'pɹuv,
approved, ə 'pɹuvd,
approves, ə 'pɹuvz,
approving, ə 'pɹu vɪŋ,
campus,'kæm pəs,
coast, koʊst,
cure, kjɚ,
cures, kjɚz,
dinosaur,'daɪ nə soɚ,
dinosaurs,'daɪ nə soɚz,
directly, dɚ 'ɹɛk tli,
dried, dɹaɪd,
dries, dɹaɪz,
drying,'dɹaɪ ɪŋ,
haunt, hɔnt,
haunted,'hɔn tɪd,
haunting,'hɔn tɪŋ,
haunts, hɔnts,
location, loʊ 'keɪ ʃən,
locations, loʊ 'keɪ ʃənz,
owner,'oʊ nɚ,
owners,'oʊ nɚz,
patch, pæʧ,
patches,'pæ ʧɪz,
treatment,'tɹit mɪnt,
treatments,'tɹit mənts,
trunk, ʧɹʌŋk,
abortion, ə 'boɚ ʃən,
bark, bɑɚk,
barked, bɑɚkt,
barking,'bɑɚ kɪŋ,
barks, bɑɚks,
bartender,'bɑɚ tɛn dɚ,
brunch, bɹʌnʧ,
casual,'kæ ʒə wəl,
chaos,'keɪ jɑs,
chief, ʧif,
chop, ʧɑp,
dust, dʌst,
intend, ɪn 'tɛnd,
intended, ɪn 'tɛn dɪd,
intending, ɪn 'tɛn dɪŋ,
intends, ɪn 'tɛnz,
lotteries,'lɑ ɾɚ iz,
lottery,'lɑ ɾɚ ɹi,
musical,'mju zɪ kəl,
openings,'oʊ pə nɪŋz,
personalities, pɚ sə 'næ lɪ ɾiz,
personality, pɚ sə 'næ lə ɾi,
publish,'pʌ blɪʃ,
published,'pʌ blɪʃt,
publishes,'pʌ blɪ ʃəz,
publishing,'pʌ blɪ ʃɪŋ,
sausage,'sɔ sɪʤ,
sausages,'sɔ sɪ ʤɪz,
spotted,'spɑ ɾɪd,
spotting,'spɑ ɾɪŋ,
underneath, ʌn dɚ 'niθ,
unfair, ʌn 'feɚ,
violent,'vaɪ lɪnt,
wizard,'wɪ zɚd,
aboard, ə 'boɚd,
argue,'ɑɚ gju,
argued,'ɑɚ gjud,
argues,'ɑɚ gjuz,
arguing,'ɑɚ gju ɪŋ,
attempt, ʌ 'tɛmpt,
attempted, ə 'tɛmp tɪd,
attempting, ə 'tɛm tɪŋ,
attempts, ə 'tɛmts,
badly,'bæ dli,
bush, bʊʃ,
bushes,'bʊ ʃəz,
fold, foʊld,
folded,'foʊl dəd,
folding,'foʊl dɪŋ,
folds, foʊldz,
